 #revent pip_E pip_th pip_phi pip_phiH pip_pT pip_z pip_Mx pip_xF pip_etaCM pip_etaBF pim_E pim_th pim_phi pim_phiH pim_pT pim_z pim_Mx pim_xF pim_etaCM pim_etaBF phiH_rad pT phiR1 phiR2
 12409 3.4042136 0.1197287 -0.181416 0.8965953 0.4867718 0.3962195 3.0710200 0.3297695 1.0823135 0.3030041 2.6124455 0.1503074 -0.069173 4.7847002 0.3797285 0.3040649 3.3081062 0.2501670 1.0415872 0.3437304 0.0046064 0.3313134 1.2215111 1.2730603
 12429 0.4209911 0.6352196 1.2789737 5.65647 0.3076154 0.1818852 1.6963337 -0.107949 -0.327070 0.9459000 0.1708059 1.6725771 -0.533588 3.6063374 0.0964214 0.0737950 1.8299400 -0.166960 -0.899124 1.5179548 5.3421275 0.2767054 5.8948452 6.1244422
 12371 1.2546944 0.2108093 -0.277983 6.1613174 0.5794359 0.3131244 1.7981427 0.0313310 0.0653176 0.3407410 0.4508126 0.9357027 -0.131364 2.9751847 0.2633370 0.1125058 2.1533193 -0.082257 -0.336768 0.7428270 6.1983625 0.3165772 6.1474008 6.1364424
 12428 0.4533144 0.6926403 0.1707598 3.8150373 0.2530074 0.0577451 3.3999419 -0.076935 -0.478724 1.4851611 0.4089418 1.1117924 -0.366548 3.2177305 0.3295272 0.0520927 3.1513124 -0.217073 -0.972214 1.9786515 3.4759666 0.5572030 5.4904687 5.6200992
 12405 0.1741298 2.3084414 0.0766723 5.9609833 0.0570566 0.0457282 1.9931997 -0.353369 -1.800057 2.3370358 0.6436116 0.7328244 0.2542114 3.0541637 0.2849273 0.1690187 2.1743462 0.0208371 0.0823741 0.4546042 3.1119487 0.2298195 6.1567868 6.0959773
 12430 0.3105310 1.7832915 0.7488799 1.8569649 0.2725791 0.0491992 2.5816764 -0.399020 -1.545394 2.7500286 0.3601423 0.4632221 -1.102928 3.1249191 0.1193603 0.0570594 3.2492208 -0.009024 -0.084310 1.2889449 2.2110681 0.3285615 1.4088367 1.4711942
 12416 0.2800354 1.5456658 -0.585945 4.1223270 0.2348785 0.0934260 1.5333517 -0.340928 -1.057974 1.1945973 0.6762083 0.6079212 -0.023553 1.0120703 0.4444558 0.2255981 1.4574165 -0.170229 -0.362928 0.4995518 1.0471498 0.2098217 4.1428288 4.1360942
 12421 0.3686590 0.3441346 0.1035583 5.6855565 0.1550014 0.0661638 2.8385573 -0.029999 -0.218066 0.9110502 0.2885698 1.0161807 1.3184748 0.3261032 0.2330961 0.0517901 2.5929503 -0.219572 -1.038270 1.7312538 6.2472539 0.3491722 4.1924635 4.0119235
 12424 1.7996928 0.1739266 0.9289055 0.3743643 0.4222400 0.7646463 1.1577586 0.5239485 1.0162620 -0.545661 0.2543276 1.2207791 0.8459837 2.4114071 0.1698864 0.1080577 1.7772635 -0.114046 -0.506536 0.9771363 0.7878300 0.3776968 0.0789198 5.8176072
 12431 0.2951555 1.7306735 -0.058458 1.7817716 0.2575870 0.0465932 2.6094815 -0.373909 -1.516323 2.5670487 0.1880232 1.3327556 -0.709069 1.0939943 0.1237119 0.0296813 3.0218851 -0.179678 -1.268102 2.3188276 1.5629629 0.3618006 2.2331726 2.6352855
 12446 1.2139957 0.4325004 -0.858908 2.4735759 0.2015467 0.4173725 1.8143457 0.3136998 1.1775254 -0.523091 0.8576082 0.1852002 0.3097763 0.3620258 0.3497873 0.2948462 1.8575907 0.1202856 0.3589633 0.2954706 0.9742941 0.3006486 3.1396091 3.2227327
 12448 0.3742251 1.0928582 1.3650040 0.5625024 0.3266607 0.0798273 2.3641862 -0.261835 -0.939550 1.9115389 1.9473642 0.0190936 0.0674650 6.2119617 0.3345258 0.4153995 2.2609371 0.3294301 1.1005705 -0.128582 0.2417380 0.6282758 1.8526960 0.7001242
 12452 1.2803832 0.0477417 -0.640537 5.6294628 0.0903718 0.1333796 3.8917630 0.1137140 1.1568844 0.0848362 4.5235471 0.1443011 0.6299044 3.3270014 0.4903238 0.4712254 3.0267032 0.4131450 1.2998231 -0.058102 3.4821419 0.4351714 0.0639076 6.1429874
 12455 1.5447493 0.5900500 0.0503726 4.0251307 0.5415695 0.5721976 1.4324316 0.3229158 0.6083052 0.0778347 0.4137180 1.3806704 1.2211764 1.6212431 0.3805660 0.1532471 1.5807990 -0.352982 -0.863620 1.5497603 3.2474458 0.3648152 4.3265954 4.5654890
 12442 1.0177842 0.2008411 0.1900821 0.1891577 0.4476026 0.3029684 1.8843697 0.0916810 0.2346189 0.3840564 0.2411417 1.4104144 1.2467649 4.6761625 0.1935702 0.0717817 2.0142231 -0.241343 -1.031584 1.6502603 6.0357542 0.4461968 0.5561208 1.0905051
 12443 0.3380880 0.1425008 -0.170035 5.7906848 0.0816479 0.0686416 2.7925839 0.0065886 0.0601732 0.7705165 0.6348347 0.2548051 -1.163044 0.6604752 0.2228019 0.1288897 2.6765333 0.0396681 0.2211683 0.6095213 0.3767625 0.2665894 4.1769050 4.5195026
 12451 2.2656843 0.2609866 -0.096462 1.2063191 0.1655701 0.6930605 1.5103205 0.5753484 1.8713331 -1.268196 0.2007525 1.5042045 1.0421718 4.0457917 0.1400299 0.0614091 2.0667065 -0.192758 -0.992582 1.5957191 2.1239543 0.0524638 1.0679799 0.9325296
 12475 1.1972016 0.5358065 0.0382273 1.8172624 0.5403497 0.2805839 2.1932802 0.0703822 0.1773878 0.8173317 0.5458000 0.5482954 0.8383866 2.8055525 0.1994549 0.1279172 2.5698650 0.0394108 0.2269426 0.7677769 2.0680870 0.6710726 1.4481949 0.9334229
 12466 0.8815704 0.1905031 -0.648112 0.2988499 0.0408685 0.2324928 2.2884195 0.1856596 1.2739259 -0.582673 0.4409998 0.6157195 -0.317823 0.1977653 0.3128138 0.1163030 2.1711831 -0.130276 -0.473071 1.1643236 0.2094322 0.3534978 3.3242058 3.3323042
 12479 0.7321546 0.7928742 -0.736212 1.9023275 0.4827581 0.1429943 2.4716478 -0.127762 -0.380412 1.3694930 0.5675532 0.3938453 0.2601446 6.2049746 0.2815276 0.1108466 2.7346217 -0.021829 -0.106269 1.0953502 1.2937776 0.4516939 2.3118419 2.3903969
 12467 0.6310514 0.5212102 -0.015011 4.5482136 0.1724375 0.2467595 1.7435345 0.1292402 0.5573252 -0.259041 1.0863081 0.5063915 -1.562566 1.3670862 0.4367748 0.4247782 1.4521004 0.1670326 0.3590696 -0.060786 1.3413217 0.2645595 4.519868 4.5246750
 12494 6.7406287 0.0777952 0.4715033 4.6706465 0.3841534 0.7889196 1.9646332 0.7307047 1.9840272 -0.646967 0.5319353 1.6183506 -0.125153 0.2266380 0.5108838 0.0622574 2.2369069 -0.633705 -1.604648 2.9417080 5.7739297 0.5518112 3.9119452 3.4244999
 12498 2.5517928 0.1696329 1.4056858 5.0119003 0.2420385 0.4206909 2.3869480 0.3614394 1.4421792 -0.890707 0.1626169 1.0990770 -1.159541 4.3735773 0.0717064 0.0268091 2.7942358 -0.151936 -1.191643 1.7431142 4.8702563 0.3026575 5.2395255 1.0782734
 12501 1.8041337 0.1856990 -0.161188 5.9267547 0.4001139 0.7502586 1.1831930 0.5203091 1.0469991 -0.619789 0.4064975 0.6893511 -1.262850 1.9953120 0.1650159 0.1690441 1.8076440 0.0350959 0.1644389 0.2627703 0.0350238 0.3071883 5.7035243 5.4101403
 12496 0.6379927 0.3848378 0.0059905 2.4179566 0.1965099 0.0929435 3.3361880 0.0293339 0.2166859 1.0594533 1.0156985 0.2232139 -0.120177 5.7467490 0.2862247 0.1479682 3.2272554 0.0758614 0.4154418 0.8606975 6.1208800 0.1000693 2.5290008 2.5073845
 12507 0.3707329 0.5358865 -1.506314 4.4119607 0.1634103 0.0616298 3.1233894 -0.028350 -0.219070 1.3739117 0.1927296 2.0333935 0.1239377 5.8449291 0.1126681 0.0320389 2.7731456 -0.296964 -1.743497 2.8983392 4.9697291 0.2108461 3.7656464 3.3979653
 12483 1.7922259 0.3068868 -0.151381 2.4347857 0.3673406 0.2869969 2.7766390 0.2089007 0.8014636 0.1723183 2.6746010 0.2763681 1.0809439 0.5555231 0.9665054 0.4282954 2.1108015 0.1585764 0.2686471 0.7051347 0.9440792 0.9238481 3.3831837 3.2651252
 12502 0.2208935 1.4460493 0.4883989 0.6494033 0.1689675 0.0661606 1.6209174 -0.396574 -1.426219 1.6275306 0.4767315 0.4130442 -0.139269 3.2687599 0.0256156 0.1427876 1.9993739 0.0803806 0.5807112 -0.379400 0.7362449 0.1473214 0.5826633 0.6163869
 12512 3.1209402 0.0863498 -0.669165 1.0533332 0.1358136 0.4712918 2.5996023 0.4297827 2.0555124 -0.960960 1.2520409 0.3229784 -1.502880 5.2506521 0.4416979 0.1890701 2.9701679 0.0646351 0.2405705 0.8539811 5.5561338 0.3929918 1.8807233 2.0082030
 12503 0.3657549 1.4754040 0.4616542 4.3811242 0.3346998 0.0701222 2.3747603 -0.343480 -1.177184 2.1980261 1.9921237 0.1997823 -0.163773 4.4678609 0.2290559 0.3819285 2.4702965 0.3241365 1.3856092 -0.364767 4.4163605 0.5632440 4.1969282 4.3686824
 12505 1.5797269 0.3941371 -0.691644 4.4898158 0.1870230 0.3612828 1.6482773 0.2649360 0.9878168 -1.170558 2.3321721 0.3536774 -1.362674 1.4201149 0.2906288 0.5333667 1.4337448 0.3993064 1.0548689 -1.237611 1.5484659 0.1049515 4.5335619 4.5266835
 12513 3.0773859 0.4056771 -0.587934 4.4968700 0.8645535 0.6685733 1.3143159 0.3971569 0.5766977 -0.099510 0.3703234 1.2164947 0.9807245 2.2565102 0.2990195 0.0804541 2.1822519 -0.239273 -0.862868 1.3400557 4.1643738 0.7183098 4.7165323 5.1773971
 12497 2.3013453 0.1462041 -0.878927 0.9054290 0.3883586 0.3370112 2.4926862 0.2498114 0.8415158 -0.456614 1.1781114 0.6180614 -1.442690 4.8038579 0.6737126 0.1725237 2.2492780 -0.195484 -0.429914 0.8148159 5.4019495 0.4735796 1.3902639 1.4969585
 12509 1.1047611 0.4368238 1.3443369 2.0798963 0.3776891 0.2236300 2.5709330 0.1056180 0.3884452 0.6698559 1.2014147 0.1504334 -0.329707 4.9454209 0.1150259 0.2431950 2.6595942 0.2027514 1.3018418 -0.243540 2.1967804 0.2688534 2.0157832 2.0198363
 12500 1.0774172 0.4308522 0.4630462 1.0355775 0.5103340 0.3127272 1.5742674 0.0081022 0.0167220 0.1697563 1.1722983 0.1078011 0.2312278 5.9755561 0.4130307 0.3402670 1.6685345 0.1319406 0.3247455 -0.138267 0.4475416 0.7253641 1.8029647 1.7520207
 12528 0.6485982 0.4810920 1.1317164 1.8826177 0.2339373 0.1669956 2.3652439 0.0652179 0.3137434 0.5201294 0.2199195 0.8330427 -1.234459 6.2081773 0.1464030 0.0566230 2.3854910 -0.131833 -0.785017 1.6188905 1.2335686 0.2243193 2.3210607 2.6718403
 12525 0.9865682 0.1122055 -1.158700 5.3184323 0.1207793 0.1782585 2.9121840 0.1414043 1.0362561 0.0926468 0.3085716 2.2978042 0.4240514 5.8117860 0.1849845 0.0557544 2.0202971 -0.590012 -2.117357 3.2462606 5.6179345 0.2969224 3.2992339 2.7875730
 12526 2.9411778 0.0647845 0.7199181 5.1310735 0.1732512 0.3472002 3.2038868 0.3172881 1.7541253 -0.580248 4.5695629 0.1597126 1.0666262 1.0097511 0.8331088 0.5394278 2.5020994 0.4129767 0.8534061 0.3204709 0.8168690 0.7504782 4.3048704 4.3748913
 12539 0.5802869 1.2738617 -0.124907 4.5177326 0.5351993 0.0808035 2.446494 -0.436945 -1.146613 2.1486575 1.1496133 0.4544232 0.8736040 2.1809154 0.4369964 0.1600808 3.0893735 0.0283730 0.1105473 0.8914964 3.5823455 0.3913036 4.8771555 4.7447661
 12458 0.9355494 0.4031828 -0.891580 0.9243996 0.4239643 0.1886384 2.5384701 0.0242587 0.0820214 0.9070647 2.8076643 0.3088591 1.4198238 3.8101387 0.4984929 0.5661200 1.9964319 0.4500432 1.0866524 -0.097566 2.9281024 0.1389708 0.7860807 0.8526248
 12550 0.7616158 0.0851496 -0.685287 0.7315674 0.0944536 0.1055062 3.3203308 0.0736041 0.7109096 0.1652057 3.5161137 0.1163197 -0.915130 0.7839665 0.5748630 0.4870853 2.4739717 0.3881315 0.9903631 -0.114247 0.7765741 0.6692064 3.9358535 4.0879490
 12534 0.2094241 0.6869666 0.0090906 0.0609135 0.1109685 0.0257299 3.2970568 -0.117020 -0.999756 1.6180545 0.9802228 0.2452445 -0.486810 2.4397604 0.1513114 0.1204308 3.3216197 0.0815880 0.6604493 -0.042151 1.6166053 0.1045540 5.9011234 6.1793454
 12546 0.4695513 1.0119571 -0.569614 0.0778802 0.4125098 0.0905898 2.3207095 -0.306993 -0.931352 1.8051835 1.4067088 0.3493763 -0.230349 3.8590455 0.2996963 0.2713942 2.5640610 0.1938975 0.8027759 0.0710552 5.5562169 0.2481864 0.3452598 0.1984573
 12523 1.2535940 0.3001500 -0.014117 1.4531198 0.3267025 0.1876946 2.6304596 0.0865323 0.3614009 -0.037885 3.1749534 0.2818823 1.2877638 3.7071982 0.3661200 0.4753705 2.2087424 0.3945832 1.2096335 -0.886117 2.6992740 0.2995792 0.9823232 1.1910719
 12538 0.6081687 0.6644513 0.7204536 1.4758674 0.3665586 0.0807298 3.1787595 -0.107485 -0.480596 1.4377923 0.2471385 1.5124111 -0.451345 3.5668502 0.2018689 0.0328057 3.0911814 -0.247701 -1.369190 2.3263866 2.0578287 0.3186805 1.1169445 0.8633633
 12510 0.6319627 0.3087848 1.3484792 5.5024743 0.2141111 0.0796683 3.5453332 0.0088026 0.0655244 1.0967934 2.7192819 0.0383436 -0.232630 5.7607109 0.1221738 0.3428059 3.1220832 0.3143919 1.8878066 -0.725488 5.5961099 0.3336946 5.1882042 5.4636475
 12549 0.7342891 0.5594347 -1.004688 4.1205107 0.2682867 0.2369413 2.0513473 0.1105884 0.4263836 0.3545921 0.4038439 1.5053052 0.8711483 2.4713085 0.3657695 0.1303128 1.7826396 -0.315104 -0.857992 1.6389687 3.1311144 0.4363401 5.0078991 5.2411798
 12547 0.1894899 2.1817137 1.2918423 1.0673537 0.0950468 0.0478108 2.0971738 -0.346736 -1.720994 2.4226257 2.0779297 0.4417666 0.0446907 2.5147931 0.4912195 0.5242898 1.8010565 0.3700743 0.8491905 -0.147559 2.3293913 0.5116838 5.8506107 0.6065047
 12561 0.7278371 0.5069010 -0.639290 4.8233661 0.2880174 0.2672616 1.7728747 0.1004780 0.3294292 0.1006040 0.8955784 0.5317107 1.1276903 2.1835165 0.2153377 0.3288561 1.7691287 0.2097294 0.7888095 -0.358776 4.0165374 0.1434271 5.0372514 5.0117698
 12552 1.1889753 0.5301017 -0.606307 3.2809220 0.3385129 0.3215391 2.0639038 0.1971650 0.6417604 0.0415703 1.1088392 0.1146083 0.7893329 5.8167475 0.2784300 0.2998676 2.1175579 0.1970592 0.7380493 -0.054718 4.2467299 0.1927474 3.0084620 2.9976373
 12562 2.1060156 0.1107917 -1.257076 0.4698206 0.3748140 0.3017878 2.9620226 0.2344541 0.9190987 0.2756818 1.6117452 0.2024343 -1.019486 4.6213067 0.2822256 0.2309598 3.1193451 0.1773218 0.8903183 0.3044621 5.9367810 0.3280191 0.8970330 0.9702783
 12553 0.9561669 0.5467982 -1.236443 3.3653298 0.3522975 0.1383892 2.6869477 -0.001828 -0.007454 0.3411157 0.5966281 0.2932680 0.2896860 1.1528969 0.1822656 0.0863520 2.8534305 0.0036542 0.0245809 0.3090806 2.8246381 0.2836757 3.6718309 3.7831284
 12565 2.5980255 0.0672968 0.4418562 1.0679448 0.1464197 0.3321946 3.1179088 0.3021909 1.7607181 -0.611271 2.7402277 0.1978144 0.2917595 1.8022953 0.4577840 0.3503772 2.9894191 0.2772690 0.9467273 0.2027192 1.6307888 0.5748985 5.2178745 5.2367909
 12557 0.671673 0.3838305 -0.358390 0.9395474 0.3046925 0.2451690 1.8550139 0.0703156 0.2314049 0.3826519 1.7693184 0.4907956 -1.096335 4.6355983 0.6287667 0.6458234 1.2683297 0.3554101 0.5808562 0.0332007 5.0449677 0.4030223 1.3152480 1.1822286
 12573 0.5153701 0.7287396 0.1064454 4.2574771 0.2363299 0.2334580 1.7203530 0.0633183 0.2308779 0.3156391 1.0425688 0.2398668 -0.321235 5.8412070 0.1531790 0.4722742 1.5708100 0.3430742 1.2862956 -0.739778 4.8363665 0.2799625 3.6862397 3.9486332
 12576 0.2487660 0.6114283 -0.828485 1.5991025 0.1002267 0.0904224 1.9884241 -0.033738 -0.211140 0.6839940 0.6014329 0.6440872 0.7413002 0.4025608 0.4749771 0.2186111 1.5221391 -0.228237 -0.480778 0.9536321 0.5829208 0.5200536 3.3344566 3.0157963
 12569 0.4805726 0.5136917 0.9431388 2.628536 0.1324937 0.1011280 2.4864285 0.0263113 0.1825741 0.2390749 0.6400392 0.0845166 0.9090878 6.1971971 0.1966142 0.1346850 2.4285467 0.0451545 0.2489015 0.1727475 0.5392871 0.0937598 2.8842921 2.8537845
 12584 0.6768479 0.3938065 -1.028757 1.9081328 0.1992770 0.1390283 2.6804240 0.0649180 0.3841646 0.4730430 0.2694463 1.9842779 0.9238835 4.2023512 0.2176206 0.0553457 2.2000151 -0.410625 -1.587446 2.4446542 3.1525001 0.1722104 1.4646039 1.2774223
 12579 0.4364131 0.5709487 -0.717945 5.2900850 0.2629685 0.1604550 1.8884171 -0.043183 -0.159508 0.7477283 1.1979255 0.5320520 0.3345871 2.3887612 0.3025259 0.4404385 1.6865633 0.2935513 0.8621649 -0.273945 3.3142320 0.0783281 5.4186635 5.3608463
 12575 0.3741880 1.2230785 -1.239066 4.7303418 0.3257234 0.1063072 1.9993695 -0.259981 -0.831290 1.6139370 1.1861043 0.6206357 -0.697747 1.7112152 0.6153045 0.3369735 1.8005222 0.0401121 0.0805396 0.7021063 1.8466400 0.2947191 4.8104391 4.7760539
 12593 0.7936825 0.3144453 -0.711005 0.7404655 0.3367779 0.2423864 2.0719147 0.0871347 0.2924439 0.5583711 0.2414142 1.1346785 1.1452350 3.0700678 0.1550762 0.0737266 2.2300628 -0.100695 -0.567914 1.4187291 1.1953615 0.2561230 0.4919612 0.2468232
 12597 0.3165602 1.1238466 -1.562990 2.8145096 0.2333288 0.0580883 2.6580876 -0.160126 -0.806264 1.5340952 0.7509242 0.4363475 -0.350250 4.4170593 0.2584902 0.1377934 2.7307579 0.0426261 0.2191226 0.5087076 3.6685462 0.3426804 1.9954681 2.3833997
 12594 1.2074631 0.4715015 -0.741642 5.0855234 0.5734132 0.3019892 1.7282679 -0.000410 -0.000839 0.3018970 2.0934867 0.1815424 0.4783524 0.5921896 0.3534309 0.5235857 1.7029962 0.3938528 1.0472660 -0.746208 5.6926698 0.6046780 4.5977201 4.7738978
 12612 1.3255952 0.0307718 -0.370891 0.0817643 0.3544320 0.3585250 1.9975907 0.2300878 0.7040960 -0.069525 1.3580207 0.7371882 -1.294508 2.9572055 0.6361157 0.3672949 1.7560222 0.0776012 0.1501015 0.4844695 2.6503094 0.3085817 6.1938245 6.1953132
 12603 0.6150330 0.2973208 0.0296378 5.2341006 0.2005105 0.1794957 2.2589475 0.0868459 0.4371197 0.4402133 0.6859478 1.1790758 -1.130422 3.4492391 0.5543964 0.2001920 1.7797349 -0.242403 -0.515094 1.3924275 3.8148584 0.5480242 6.2737108 6.2425726
 12607 0.1549346 1.5693083 1.4364749 3.5565216 0.0640628 0.0448724 1.9808424 -0.193279 -1.151018 1.4396468 0.2411419 0.9554496 0.5556944 2.4841716 0.1228102 0.0698399 2.0420018 -0.091332 -0.530130 0.8187589 2.8356625 0.1634282 5.0777421 4.7641086
 12609 0.2156262 2.4092284 -1.311249 2.9556622 0.1464039 0.0637388 1.4043348 -0.519447 -1.714597 1.8068041 0.2773471 0.3289854 0.1923297 5.4025365 0.0954309 0.0819835 1.9145034 -0.045003 -0.275031 0.3672378 3.6518774 0.0952599 2.6844642 2.7262620
 12611 0.6980457 0.4911373 0.8400090 4.0292436 0.2186991 0.1854958 2.3151053 0.0934380 0.4550737 0.3425241 0.1572770 1.5901232 0.4074298 0.1245409 0.0704552 0.0417941 2.2911436 -0.202815 -1.298845 2.0964436 4.3117211 0.1747058 3.8505551 3.5768325
 12613 1.6687871 0.0297906 0.0363476 6.1693010 0.3272412 0.3649814 2.2826521 0.2755046 0.9583281 -0.096603 1.2238361 0.5868848 -0.927443 1.0943289 0.7355749 0.2676659 1.9708844 -0.102123 -0.194619 1.0563432 0.7494249 0.9049380 4.6946661 4.5681063
 12623 0.3763889 0.2792796 0.2069617 5.4957157 0.1272397 0.1043929 1.9011016 -0.017435 -0.096553 0.1300367 0.5293778 0.0500564 0.6716847 0.1387862 0.1836886 0.1468250 1.8549050 0.0139094 0.0631169 -0.029633 6.0492537 0.2793157 4.0393346 4.3619318
 12614 1.0844303 0.3125700 -1.284147 1.3029711 0.3067315 0.2520175 2.282152 0.1457081 0.5550353 0.0845500 1.3279870 0.3755278 0.7694847 4.6981639 0.3930027 0.3086191 2.1729645 0.1763706 0.5439566 0.0956287 5.3734793 0.1230986 1.4454876 1.4326540
 12615 0.7783107 0.5012384 -0.462918 3.5023830 0.2185310 0.1732695 2.4348369 0.0891889 0.4544049 0.1509952 0.3482567 1.1909419 -0.208382 0.4379509 0.3138017 0.0775298 2.0625521 -0.353359 -1.141777 1.7471782 0.6117947 0.0973890 3.5478709 3.5612192
 12618 1.6159045 0.3894720 -0.845471 1.8635171 0.2863478 0.5083268 1.6981519 0.3817037 1.1336841 -0.606635 0.7756156 0.5006854 0.4960125 4.6185849 0.2826664 0.2439910 1.9627697 0.1043668 0.3758544 0.1511944 3.2080039 0.1093452 1.6715208 1.6027065
 12626 0.2876018 1.5047309 -1.461371 3.9736001 0.2464657 0.0668829 2.2664828 -0.264646 -1.075561 1.8771719 0.5360143 0.1407332 -1.481134 5.4772760 0.0716889 0.1246521 2.5782468 0.0787077 0.6488203 0.1527900 4.2509244 0.2612560 3.6858285 3.8175173
 12624 0.3144965 1.5033251 1.4302069 2.2207461 0.2688334 0.1286930 1.5946839 -0.267137 -0.811243 1.2407727 0.5388399 0.7494414 1.4583013 5.6524992 0.4465014 0.2204950 1.4176221 -0.260166 -0.542562 0.9720910 6.0391635 0.2039639 2.4020991 2.3635549
 12643 0.2384521 1.1407280 0.6554527 0.7003111 0.1854462 0.0544843 2.4091874 -0.201224 -1.024002 1.8340396 0.2857171 1.1750543 -1.556449 4.8956336 0.2326057 0.0652839 2.3703908 -0.208173 -0.932303 1.7423403 5.7480193 0.2141233 1.2927038 1.2404786
 12622 0.5255931 0.3590622 -0.755609 3.1783376 0.1357788 0.0620792 3.5194949 0.0073388 0.0699872 0.6488370 0.4501887 1.0861553 0.3911959 4.3611926 0.3721193 0.0531730 3.0039491 -0.275068 -1.070120 1.7889450 4.0726747 0.4417406 1.5930627 1.5366310
 12645 0.2551529 1.2492371 0.8864210 4.6324004 0.2015201 0.0539801 2.5689025 -0.189129 -0.979290 1.9912884 0.6256526 0.2205995 0.1194289 0.4064047 0.2102048 0.1323631 2.6918517 0.0507371 0.2937795 0.7182182 5.6959955 0.2125897 4.0774924 4.3284373
 12570 1.6830471 0.3107793 0.7647171 6.0298696 0.0272852 0.5623264 1.6206467 0.4602239 1.9964892 -1.538251 0.2559963 1.5815149 -0.278555 5.2265644 0.2112612 0.0855314 1.6592269 -0.391211 -1.313694 1.7719330 5.3116556 0.2310427 1.9832223 2.0706401
 12650 5.4558162 0.0942963 -0.164508 5.6031796 0.2121613 0.7481129 1.8869323 0.6866047 2.2437844 -1.559250 0.4328835 0.5616878 0.9681786 1.2153928 0.2292221 0.0593578 3.1403502 -0.073950 -0.458815 1.1433495 0.3214313 0.2579404 4.9523142 4.4248911
 12636 0.7193757 0.2675118 -0.100415 0.9554890 0.2072173 0.2515764 1.9646458 0.1452524 0.6224356 0.0367572 0.4186172 0.8562741 -0.557390 1.3070901 0.3087210 0.1463966 1.8818661 -0.129391 -0.423065 1.0822589 1.1662224 0.5082963 5.0073010 4.6579811
 12619 1.4653230 0.3700888 -0.519451 3.2331255 0.4437935 0.1547008 3.3863667 0.0416474 0.1731800 0.5056825 1.8994873 0.3905578 -0.167451 0.3751651 0.8186160 0.2005374 2.9301489 -0.073886 -0.172138 0.8510006 0.6815736 0.4117286 3.4173073 3.3998604
 12654 0.3317400 0.5752710 -0.554455 6.1528640 0.2436167 0.1499991 1.6820275 -0.122608 -0.426001 0.9463814 0.2427156 0.5961692 -1.018377 1.8866636 0.0717706 0.1097460 1.8523039 -0.002658 -0.017022 0.5374026 0.1652320 0.2222835 5.9213075 5.8527455
 12653 1.0158007 0.5061650 -1.034384 3.5557877 0.2408863 0.2569871 2.1208195 0.1616941 0.6708302 -0.241958 0.3996192 0.7943135 1.0156097 1.9796887 0.2265019 0.1010995 2.1928688 -0.072595 -0.333138 0.7620099 2.7986677 0.3297736 4.3079309 4.7258187
 12642 0.3771049 0.3129423 -1.461163 0.4011229 0.1227739 0.0406295 3.868314 -0.022232 -0.240547 1.2994958 2.0935521 0.1600350 0.0971875 1.7089910 0.3028858 0.2255608 3.5343500 0.1805308 0.9499093 0.1090387 1.3686596 0.3551659 5.2630023 6.2326209
 12651 2.3539135 0.2942164 1.4939681 4.9440909 0.5452846 0.6435577 1.5300380 0.4612818 0.9095951 -0.226477 0.4594256 1.4219734 -1.122543 1.3868794 0.4351540 0.1256065 1.6135846 -0.478857 -1.096696 1.7798147 5.8175901 0.2291953 4.7599615 4.6089901
 12635 0.7054973 0.4341206 0.3381674 3.7535255 0.1570502 0.1316003 2.5252042 0.0650139 0.4149879 -0.081655 0.7765865 0.4017837 -0.337417 2.3980758 0.1555703 0.1448610 2.5147866 0.0824568 0.5205887 -0.187255 3.0796105 0.2435330 4.6407158 4.5812325
 12649 0.4426311 0.8785456 0.3782092 4.9727012 0.3345752 0.0975709 1.7692491 -0.294747 -0.844334 0.9100379 1.1364644 0.5695803 -0.862669 3.8154046 0.3317753 0.2505154 1.9223675 0.1002419 0.3193670 -0.253663 4.3967977 0.5578725 5.9584170 5.3691724
 12652 0.9282734 0.8662416 -0.638638 4.5814296 0.6539584 0.2700441 1.5441675 -0.199426 -0.351261 0.8851914 0.5878302 0.7773597 -0.766152 0.8582234 0.4616185 0.1710057 1.7645397 -0.234703 -0.555975 1.0899049 5.3387809 0.3691424 4.3421787 4.2743911
 12665 3.1967842 0.1660613 0.4275524 1.8723439 0.3816242 0.4511092 2.6847468 0.3890231 1.3156883 -0.153170 0.3136447 1.6074770 -0.709746 4.3821887 0.2808526 0.0442594 2.8290315 -0.347473 -1.444301 2.6068191 2.6916473 0.2269936 1.6061422 1.3115597
 12672 0.9238423 0.7422620 -0.169116 4.7666247 0.6098158 0.1837741 2.0941195 -0.186365 -0.416559 1.0321633 0.2514206 0.5460133 0.9186382 2.2195002 0.0822559 0.0500135 2.7042222 -0.040290 -0.350611 0.9662159 4.6817791 0.5436268 4.8344725 4.9609300
 12648 0.5252850 0.4875154 -1.257977 1.2321785 0.2505164 0.1073371 2.7274189 -0.011390 -0.060062 1.1262842 0.3300198 1.1865438 -0.055938 5.8464556 0.2891626 0.0674364 2.4674567 -0.262225 -1.038631 2.1048536 0.3188840 0.3635683 2.0333372 2.2298693
 12659 1.2970224 0.2287415 -0.662722 5.5535324 0.4377359 0.4155627 1.7528441 0.2298045 0.5604977 0.0854427 0.2920971 1.0770491 0.0172625 2.0346990 0.2061688 0.0935871 2.0563515 -0.123720 -0.557175 1.2031154 5.8528914 0.2575165 5.4334542 5.2976228
